FP1-F7 delta,FP1-F7 theta,FP1-F7 alpha,FP1-F7 beta,F7-T7 delta,F7-T7 theta,F7-T7 alpha,F7-T7 beta,T7-P7 delta,T7-P7 theta,T7-P7 alpha,T7-P7 beta,P7-O1 delta,P7-O1 theta,P7-O1 alpha,P7-O1 beta,FP1-F3 delta,FP1-F3 theta,FP1-F3 alpha,FP1-F3 beta,F3-C3 delta,F3-C3 theta,F3-C3 alpha,F3-C3 beta,C3-P3 delta,C3-P3 theta,C3-P3 alpha,C3-P3 beta,P3-O1 delta,P3-O1 theta,P3-O1 alpha,P3-O1 beta,FP2-F4 delta,FP2-F4 theta,FP2-F4 alpha,FP2-F4 beta,F4-C4 delta,F4-C4 theta,F4-C4 alpha,F4-C4 beta,C4-P4 delta,C4-P4 theta,C4-P4 alpha,C4-P4 beta,P4-O2 delta,P4-O2 theta,P4-O2 alpha,P4-O2 beta,FP2-F8 delta,FP2-F8 theta,FP2-F8 alpha,FP2-F8 beta,F8-T8 delta,F8-T8 theta,F8-T8 alpha,F8-T8 beta,T8-P8 delta,T8-P8 theta,T8-P8 alpha,T8-P8 beta,P8-O2 delta,P8-O2 theta,P8-O2 alpha,P8-O2 beta,FZ-CZ delta,FZ-CZ theta,FZ-CZ alpha,FZ-CZ beta,CZ-PZ delta,CZ-PZ theta,CZ-PZ alpha,CZ-PZ beta,P7-T7 delta,P7-T7 theta,P7-T7 alpha,P7-T7 beta,T7-FT9 delta,T7-FT9 theta,T7-FT9 alpha,T7-FT9 beta,FT9-FT10 delta,FT9-FT10 theta,FT9-FT10 alpha,FT9-FT10 beta,FT10-T8 delta,FT10-T8 theta,FT10-T8 alpha,FT10-T8 beta,C4-P4 theta vs delta,T8-P8 theta vs delta,P7-O1 theta vs delta,FT9-FT10 theta vs alpha,FT9-FT10 theta vs beta,FT9-FT10 theta vs delta,FT9-FT10 alpha vs beta,FT9-FT10 alpha vs delta,FT9-FT10 beta vs delta,day,label,file,type
33.92357909,6.039566578,1.20773328,0.305050023,35.10850485,11.18574004,2.150023618,0.438134069,30.68793345,15.92203913,3.367472207,0.769804258,60.02167575,20.46861408,3.315443403,0.482454183,51.21877272,13.980268,2.507709097,0.652625223,75.4747388,24.03484002,3.982291834,1.827058141,29.51716568,18.98983065,10.02037721,6.909037355,110.9615798,33.82715661,18.35615588,13.14176827,43.48186068,9.809100294,6.504006568,2.838274523,139.0669875,29.92824497,3.447360436,2.296548496,31.91166991,25.85894277,15.10186556,15.29203457,18.54593224,19.77871416,6.204217422,9.341167148,8.104776053,2.870880989,2.896677134,0.65617119,5.303206471,9.917954035,3.312615028,0.67928088,35.81365209,18.77208368,6.298541708,0.883834196,35.60141365,43.66475004,24.91565882,22.75655863,128.631403,15.93717433,3.436820758,1.152622896,43.48654515,18.32728078,4.833510897,1.392550257,29.25778165,15.92205625,3.367467335,0.769803829,7.534238433,5.38926175,1.883427864,0.61029518,32.45909348,15.46101471,10.98730312,2.287714093,2.749397447,5.828667564,1.700982798,0.317287818,825.2020459,672.2968739,1228.560517,169.8748552,35.37038124,501.8505218,25.13580819,356.6378991,74.2571256,0,0,42,night
44.27461807,17.85649341,2.439945832,0.306887726,115.2233625,45.47903656,4.554620722,0.716053324,75.9762748,17.92142289,1.847241385,0.691175724,54.79152049,35.46440315,6.941896527,0.631763533,108.6296945,110.3288841,5.772010069,0.644375238,98.14957196,44.07035322,6.743894075,2.174467458,34.11237904,13.3828622,5.046994504,6.638493168,96.96261108,66.72131561,18.45674601,13.16700106,66.44082241,45.41504056,5.048947693,2.99987118,22.36043798,40.22618862,6.707466278,3.018046391,30.05157321,16.2152046,10.86441173,18.72477927,8.909229861,25.35748715,15.89199442,10.9244626,15.28690819,10.26641864,3.272818052,0.712063021,86.48265804,21.15387027,5.693342904,0.758507334,35.50251631,46.87368707,5.975257376,0.870967692,72.52604708,71.76197725,41.10774281,27.17814151,88.72303927,45.16699429,2.708397091,1.872904163,68.00493265,34.06056586,8.04255977,1.177516202,76.00771048,17.9212248,1.847249637,0.69117573,46.34651194,41.86437609,2.099519781,0.448112533,181.213413,74.26416042,14.32544856,1.111292216,38.71535977,19.31341944,3.989110769,0.351920751,487.2924082,1664.13384,1943.148572,1063.86741,82.5291834,13457.66197,15.91975948,2595.963426,201.3810553,0,0,42,night
35.32986092,9.095866737,0.529472153,0.544578967,30.31044208,9.024331865,1.308591539,0.46610879,104.1152301,28.59886031,4.522398888,0.72154338,114.66528,20.98187594,6.36168632,0.62429797,82.35599057,25.58737074,2.679372581,1.308782597,43.63389255,13.67774717,3.563312194,1.639851381,134.4423901,13.533512,5.444191383,6.09964297,222.7478002,25.21380077,16.70761444,11.00978202,62.24055911,20.25150147,4.215510621,3.055701707,73.41391588,30.9242356,10.07390765,2.615036952,126.8925404,21.37076112,9.704967547,14.8059482,47.61244411,26.92819769,15.207833,14.23028047,29.27958367,7.769629409,1.807018575,0.747164581,31.90260365,7.600081964,2.654501447,0.573369446,260.3490418,54.93740469,8.386984134,1.135867893,81.33843764,58.06618962,36.72639817,29.06972497,92.4992379,28.79714973,9.111399609,1.308961769,235.9644299,71.09964113,4.5925229,0.918196491,104.6218661,28.5988561,4.522413945,0.721543512,11.95425255,6.807739825,0.436826345,0.316192206,60.36333357,37.11965945,2.787550906,1.291794636,19.76637461,5.912636985,3.18104062,0.353358104,2711.790169,14302.90067,2405.89268,103.4729403,47.95097697,2240.666385,3.600943308,168.2658652,77.97703052,0,0,42,night
14.49076654,24.75149719,1.442876027,0.474972198,26.55235171,30.95132366,5.995067308,0.762922664,31.92195199,22.0544515,4.813484965,0.721674955,57.70635839,39.03403162,4.989670181,0.651795009,103.5356944,48.95612621,7.865369161,0.571182852,43.90985404,27.78096137,7.366304456,1.867583662,190.1041613,34.21694332,7.730886624,6.148716357,51.32924709,70.65838872,16.36438506,9.894419532,108.2813441,51.76820596,10.75724408,3.25514447,97.15461043,38.46232002,10.60120527,3.151887375,221.3336467,21.25521475,12.25143059,9.79312208,8.737543681,13.83237086,17.56183996,19.21136008,69.78254437,13.14339473,3.546747482,0.514119537,64.10393613,54.65629869,4.418885545,0.775123391,242.5947772,35.07054025,5.35688874,0.637609296,21.73824069,37.72133658,29.76073042,31.07992018,117.7617678,71.27782811,7.847402046,2.073486643,501.0559741,57.25770172,10.35301361,1.552380563,30.81932526,22.05454073,4.813519582,0.721674965,16.34104928,25.01569767,1.79711556,0.455491702,166.0611308,43.267621,8.668125141,1.220467002,28.36548809,32.68769734,2.262736386,0.427481946,4704.494192,8507.929898,2252.511818,375.0491534,52.80670369,7185.07007,10.5791607,1439.438663,202.6721305,0,0,42,night
44.1153878,11.85595415,1.571326315,0.807703074,29.56274466,15.43865408,2.835865365,0.652793761,93.7474738,19.97848796,5.65188337,0.57918373,76.07970113,7.950898958,6.951347927,0.995225763,77.67640188,26.13090586,3.653539986,3.75415708,31.46529574,28.72205617,8.388665276,2.695394483,87.9338224,41.68741442,12.68212941,4.878063927,55.70967846,22.52024283,8.612132028,7.329603367,44.91808636,24.94306768,3.154617534,3.493845547,71.58685987,40.83678999,11.69869628,3.433613401,74.57960172,30.11093137,9.614970666,8.168099397,13.61587487,12.49516779,4.374767095,14.89457417,13.22954227,3.560688893,1.804427225,1.71454016,39.56561185,15.55110042,3.136930107,0.734484098,114.1091451,20.6048043,3.612685262,0.806873862,18.10628153,18.42277587,9.223620927,21.41944435,58.57140365,41.92250341,26.21236404,2.212951613,66.10680006,70.59024208,13.7774898,2.533018785,92.33583648,19.97851386,5.651884467,0.57918352,21.6660603,10.61127631,1.493284813,0.52784673,53.30766792,12.94941391,2.053416508,1.556503182,29.71259923,10.69758554,2.31636048,0.286427227,2245.661269,2351.196604,604.9020164,26.59054029,20.15580396,690.3030565,3.196149329,109.4628453,82.97355474,0,0,42,night
23.49706209,22.18976129,1.672819968,3.539526926,58.96492376,19.48268943,2.828051257,1.847657124,88.94082145,25.16575899,4.850536392,1.094256195,57.07001635,38.51327051,5.500964137,0.54289855,90.08860607,43.46750753,5.043692766,6.826327986,104.8316587,51.9515761,6.362043242,3.879068777,85.65356806,27.99389667,8.146659133,5.36704499,96.05845904,49.24473052,16.83827013,8.093531299,64.39231723,25.7162123,5.336485357,4.939154097,57.95021706,52.34898728,7.65633788,4.448982076,112.3689673,58.86426508,8.827936178,7.567620968,21.27310269,18.62291609,12.92531132,14.54496157,53.95037819,20.53200027,1.543264891,1.921241833,31.19289173,16.46224057,4.263037325,1.953832257,228.2748687,85.19182561,6.121407941,1.509595136,56.49761933,22.5359919,13.77239469,18.67998892,109.4946367,90.0769848,4.624895527,3.076177221,120.5763823,33.80926969,7.812723633,2.216094379,87.15565619,25.16582459,4.850527879,1.094256364,18.21019014,13.79319442,1.341934349,0.368793893,135.884015,60.81728088,3.625713542,2.643421319,22.45863205,11.82448127,2.863059478,0.602735977,6614.516678,19447.15281,2197.952978,220.5060389,160.7656968,8264.096307,9.584288474,492.6765133,359.1987022,0,0,42,night
76.31622952,16.18834118,0.998743628,0.60347263,19.23061758,16.82863657,2.017359892,0.423147277,68.87537077,52.88473935,7.785671989,0.450723787,112.4477239,22.94815114,5.691277402,0.488646771,54.51904931,10.76974146,3.000784298,1.151219856,23.47441812,9.922461637,4.147602116,1.540269721,36.70297835,14.70640928,12.37033953,5.644520491,137.4239578,103.3241881,26.91628852,10.09602863,68.72623774,13.79500368,7.045115483,4.823732915,82.53123599,32.878272,6.279103813,3.182109225,18.43150495,12.06093182,14.15723237,11.10983008,37.19446139,28.07449065,18.38499303,9.105525529,63.03056903,20.70615998,1.47178607,1.572702592,48.53547739,11.64538744,3.074387732,1.216559226,70.36625207,39.69200739,5.590574572,1.062323482,29.01021498,16.25567279,24.87950344,14.01826767,57.73426858,45.64420286,4.059928056,1.444645454,60.69133924,13.58356098,4.709248495,1.296839917,68.56445786,52.88479951,7.785689826,0.450723753,16.99876935,10.64544806,2.088853289,0.358754676,82.94769544,54.20006289,3.603582279,1.172701655,42.68429848,7.492043139,1.930079405,0.637855978,222.3011245,2792.977797,2580.467363,195.3143862,63.56050345,4495.770309,4.225926903,298.9088454,97.27289972,0,0,42,night
15.48759063,6.026374581,1.020634224,0.618000565,22.02132507,9.861063209,0.9052193,0.395342151,55.68505114,29.73863316,1.768084383,0.704601073,64.2471757,23.93166141,2.468165879,0.372834382,32.19347325,24.93419153,1.569692546,1.133696712,16.25097744,6.476222136,3.966003019,1.47690129,44.22830242,35.76049539,8.323808436,4.593518064,58.02671866,32.38866165,10.52202213,7.567966227,48.71593158,14.77440049,4.668121832,2.544686,27.81375457,33.4822741,8.087590901,2.034878419,25.26516824,22.22738045,11.55687183,10.81538134,13.34546969,13.91791727,12.25633116,11.14235045,15.25054962,6.690794281,1.45308127,0.790278311,34.56320863,17.17974808,1.464902309,0.470498217,91.36207734,27.33658361,3.361698546,0.63924363,21.69198006,21.51180194,20.46984042,11.31304935,36.09424625,18.93622111,7.643942435,1.510633127,29.34557028,21.92350395,6.720869457,1.259914569,56.02681889,29.7387735,1.768075425,0.704600875,9.548347747,9.395586311,1.038512888,0.264591294,37.05897966,22.1457429,2.644387366,0.83921719,13.19817297,9.899747362,1.191349551,0.20064363,561.5785066,2497.527066,1537.541655,58.56192274,18.58508813,820.6986357,2.219215335,97.99829761,31.10053277,0,0,42,night
21.19331348,6.31353298,2.4281269,0.511070667,19.15740383,9.312788967,3.004959923,0.509015049,52.47298886,39.26483129,3.235940775,0.387272682,15.95677956,9.179476158,1.120906718,0.424850377,23.77137588,9.585663257,5.105612996,1.227011569,8.721798563,15.6372528,8.745414376,1.186134701,43.15693812,40.33092795,5.36212109,4.53434295,59.95386395,24.05493055,12.61636971,7.948672748,40.07492679,26.00623655,6.929910632,2.656697109,19.00781951,21.20707978,15.54272362,2.574968064,48.90336163,32.40505418,7.930857453,13.97291805,23.27942722,12.94230301,9.02438226,16.7245551,38.33163631,20.04602642,3.431930844,0.709703178,43.63696392,20.85279678,3.423922071,0.703490803,116.3932315,30.36809784,2.585289583,0.89995979,31.68019494,26.2587437,10.87091144,9.70893348,29.88092634,34.39383877,20.19984796,1.32386163,100.5187681,62.44062292,6.254585303,1.749878526,52.33577987,39.26445877,3.235957159,0.387272491,9.459290003,5.889788964,1.646615612,0.360586763,135.2770553,40.74571979,1.755465923,0.681484953,20.04313792,12.45829399,2.049718442,0.29512499,1584.716083,3534.641042,146.4748775,71.5277226,27.76759494,5511.960989,1.196323612,237.4742607,92.18927767,0,0,42,night
50.9708905,2.140393426,0.879053992,0.778450598,27.18976998,6.708079543,1.986446349,0.711144182,84.7366118,18.97318069,5.315125825,0.641073116,17.27235321,31.96420258,3.399204013,0.529469897,62.46217768,17.62104838,3.234698591,1.633082012,39.33461702,16.09600606,7.3149763,2.939597453,45.89534701,38.70593141,19.55124622,6.89744545,109.2493472,54.11807931,15.01000964,13.04242886,72.26408048,26.34185689,6.424688761,4.194163926,164.8973984,25.02304267,6.126629686,3.403428624,52.49246228,35.94144717,19.25871362,19.44462746,30.01450164,19.20723386,12.22056024,21.01138484,40.01199549,7.403583802,1.558255876,0.838426319,83.65670942,10.36166749,5.442136783,1.240130975,162.3092112,29.1487287,4.797746764,0.598486065,68.66348822,21.87677803,7.351005996,11.70443932,65.70445384,11.59507536,8.632012289,2.774862787,97.72888162,77.07130797,10.89489172,1.212046059,84.61566724,18.97342183,5.315127496,0.641072553,9.695594254,2.894830723,1.117845822,0.417812269,273.6506986,13.7397488,3.131080616,0.848122598,63.93649545,7.547726271,3.06799424,0.392556855,1886.65506,4731.107163,552.096997,43.02026114,11.65299145,3759.891858,2.655540227,856.8223979,232.0893414,0,0,42,night
18.80705373,9.431247551,1.620845,0.903287762,73.17341726,11.96675907,1.84045974,0.578469501,54.53910308,41.30042963,3.931903123,0.651307515,21.74081532,9.918829364,2.055085901,0.292725797,145.470916,74.95442383,1.102054217,1.319105537,98.48578799,21.22310926,3.149493319,1.400802804,25.62071043,30.78741694,9.564306062,5.863977703,45.88788567,14.07331334,12.84046204,11.16526285,164.8027844,46.85552449,4.343976157,4.03890007,112.5570437,32.31188833,6.230337129,3.884000423,76.34413554,38.25169244,15.60039234,15.38668866,31.93267456,19.94859057,12.52621722,20.52887187,137.6100703,19.17026633,2.250719864,0.866120561,168.1194134,34.2493193,5.978535924,1.332331941,196.9351322,85.31478347,9.871804881,1.1884968,96.34950565,10.21781937,9.015669365,8.4150419,110.4173199,42.60014002,6.140900547,1.950233691,75.55697514,56.99594221,6.619250575,0.987107286,53.19428646,41.30067221,3.931916125,0.651307005,26.00975738,12.6752853,0.960986956,0.454038181,360.6498024,59.10523316,8.747290031,1.497656265,38.10423345,12.36412531,4.414066312,0.40480779,2920.292392,16801.47816,215.6434374,517.0106168,88.51932274,21316.29066,13.10043372,3154.708421,540.129436,0,0,42,night
50.06632787,14.95093371,0.87730291,0.451827828,9.39143784,19.4389508,4.036612111,0.561592189,70.24091483,10.67706263,4.038843159,0.786405234,124.9863226,14.59953594,2.664673665,0.748830588,35.71762703,16.96662519,4.316899772,0.866054764,46.09064028,32.63001304,7.296549344,1.386839935,72.69449419,20.31906212,6.99642204,4.059014455,188.5223872,24.00357265,15.37497354,9.445531525,12.2732062,11.74478682,2.752615369,2.638315985,37.75640205,22.18147612,6.543284228,3.101005289,36.66251778,29.85969027,16.26895156,12.73899544,31.86803824,21.47307239,10.09535677,8.884967333,13.59253742,7.746530938,1.786908464,0.459651149,18.03667661,9.628090565,2.78806628,0.643336497,29.06213013,26.24405127,13.09769723,1.278857006,34.04152582,30.14476898,6.721105444,4.652409999,101.1086627,43.80575287,6.775803577,0.962243932,68.77375993,48.19601233,11.56416034,1.977382711,71.83321856,10.67723471,4.038849033,0.786405564,8.54438336,12.28605917,2.610047535,0.413144572,65.86285302,37.08402869,7.869536267,1.571542522,14.58435972,9.40155601,1.261323171,0.409798094,1094.731425,762.7080331,1824.742309,291.8341087,58.27912797,2442.459931,12.36731087,518.3101105,103.5062741,0,0,42,night
23.40625459,12.33631802,2.214065905,0.390000371,30.79946191,12.33306634,2.213973895,0.314983755,64.24702701,28.65009089,4.522938509,0.541505194,159.5860392,35.90121241,6.179455059,0.376145818,32.24298408,51.37449474,3.346942451,0.888998072,17.52341536,32.89749052,7.154974393,1.529337572,90.46966437,71.17200462,9.279404434,5.807163502,268.8503824,42.11133143,25.81726514,13.13402206,49.97311131,39.32841749,7.873783691,3.154585943,41.2554957,67.39604925,9.257495956,3.069921844,41.77469345,78.35107406,25.71041786,16.90250543,78.76107399,27.88828274,10.93570721,14.18375217,46.62910201,11.54542433,1.640683613,0.604280219,19.47265452,36.51383019,2.796845178,0.82865437,176.9051607,44.81392676,5.011433376,0.574225702,242.0739589,37.84869507,10.7881419,11.73356059,46.45429176,106.0718034,19.36911536,1.323394823,57.6414696,132.9754856,6.949010613,0.930385803,62.80787285,28.65019661,4.522940944,0.541505102,12.62992229,8.708621211,1.999590828,0.426876985,166.9303688,43.25698963,5.283598483,1.449237079,25.87296686,12.49653427,2.141540617,0.328576018,3273.0921,7927.814915,5729.332291,228.5525648,62.6896333,7220.905232,7.657186832,881.9930434,241.9216801,0,0,42,night
13.30735984,8.195660825,1.55714537,0.46207501,34.14371768,23.95841714,3.491517163,0.851090325,39.60241597,54.81037075,4.491110614,0.684516081,91.16777351,23.46879335,7.16139014,0.88515852,87.75666041,103.1562503,6.107275312,1.151349539,21.26599776,32.31838996,20.65399894,1.778847481,67.8136745,66.3144562,12.12519259,4.64400867,173.9217366,111.592272,33.60882354,12.72091532,49.27214744,109.5586788,5.633719004,2.256415684,41.37756332,57.41035621,22.46582994,2.784990778,88.6728269,69.26014538,14.91402296,12.0577344,30.47808436,28.24721871,11.15938298,8.44603444,12.27484036,27.06758727,1.708971235,0.590902779,32.06976705,38.61603493,4.278973337,0.502054638,83.25768818,78.52753687,5.012510345,0.678084721,33.03502507,60.48184889,16.59093375,11.33300571,19.32390404,73.752888,27.83458038,1.60430783,222.6896214,248.2980862,5.62270011,1.573907767,40.11998144,54.81012325,4.491136111,0.684515838,11.26268963,25.03237587,2.465112837,0.617207831,19.54176252,46.8723189,4.591247627,2.258680611,29.0890655,24.76323781,4.720196604,0.28034688,6141.492882,6538.021178,2139.597637,215.2024229,105.8695979,915.9677247,10.370162,89.7210708,44.13860011,0,0,42,night
55.74159052,22.69407196,4.101752279,0.443924149,36.39362625,49.45241321,3.667713238,0.402383941,68.41135799,167.6783965,9.18448793,0.738709992,190.1208473,51.5652021,5.197503989,0.383941804,27.94852045,111.105804,5.360236042,0.756958698,61.89885653,66.04043726,14.65252411,1.57154015,75.2052499,27.34935762,13.58590063,7.072148151,135.0731239,75.05488283,21.81326489,11.79850959,71.11036992,156.7032496,16.06328019,2.765327704,77.77144605,65.42074775,22.79959999,2.492640468,62.74273594,25.63175049,15.89628837,14.89430204,61.57244288,17.5177399,7.675461418,9.674318195,79.25033248,64.73011073,7.8828158,0.48228194,20.86647724,15.31202096,4.121110285,0.822720234,277.7457236,78.81713416,19.4636587,0.805966713,40.89646413,64.39824891,24.37778805,20.63832271,195.4811817,93.15231731,16.0080211,1.282871404,115.0795845,80.22203833,12.05751276,1.702392009,69.07654343,167.6786281,9.184528391,0.73871029,11.83640272,39.21067041,1.771534063,0.405865028,176.7652377,41.63221548,12.14051591,1.213920454,37.9125408,16.65927167,1.978353462,0.408764956,1608.206153,21891.12196,9803.619914,505.4365744,50.53819792,7359.128465,14.73762059,2146.021181,214.5789376,0,0,42,night
69.66798616,25.81218207,2.867091835,0.508260319,32.43381077,25.98249724,3.656909615,0.453495299,63.77550107,36.34858578,5.183854891,0.645725456,27.25270028,22.12479834,4.981656923,0.403963532,9.163233902,30.53079298,3.55268579,1.97778014,59.62150306,35.3030859,8.766764982,2.564098605,26.65296853,17.02218219,9.604225075,6.562103504,50.81226255,75.77757407,22.28822327,11.90540355,38.01413406,31.45922714,4.988310536,3.856565965,52.43108692,31.27234979,16.3123726,3.122540159,25.10202288,44.23527813,11.04185964,16.00673642,18.52689785,16.20945332,12.81296721,9.900976263,50.56762291,37.1483369,5.147978801,1.105457182,104.0376855,31.11946712,7.381423111,0.763348818,73.59052668,34.47227747,5.773853962,1.113524081,105.4727204,79.02857183,31.4584614,25.08378862,74.60938706,100.7062813,20.74485353,1.711266034,58.20431341,55.91313546,12.94949786,1.860999689,63.10820819,36.34836617,5.1838377,0.645725347,10.12353125,9.972962372,1.707180383,0.565513216,270.5397633,70.44359742,4.729777215,1.015745979,33.44329763,6.128008504,2.547424685,0.41179817,1110.394964,2536.833055,602.9604979,333.182522,71.55280083,19057.79417,4.804252188,1279.592808,274.7996767,0,0,42,night
127.8793112,11.02718182,1.944738806,0.350830828,113.7145942,18.81452307,2.275651938,0.518061277,38.10920507,34.10936631,2.469630182,0.419461198,264.6318736,55.16682004,3.591042862,0.708241841,202.4145263,34.77976097,3.94913151,0.849601548,68.19285988,33.2858899,3.733058943,1.098537615,53.25725395,20.22370038,3.361967507,5.686602432,57.71846358,40.94302286,8.606886428,10.16031052,132.2638339,62.81682768,6.5053497,3.277551814,40.70391465,61.08341318,7.763258045,2.912541703,59.20044569,22.09470878,5.808574341,15.12150935,21.78828307,28.0097711,11.61679532,18.50123672,8.638970378,6.666619669,1.648621968,0.425054566,86.67722427,18.23559943,2.239783437,0.631797849,163.2048067,59.12098242,2.945899215,0.501527421,114.2200955,29.00783238,31.1611825,28.54802394,43.49248462,84.22537622,7.822514168,1.023810768,230.1914907,70.19374516,4.193752281,1.032064773,37.93381889,34.10937526,2.469647812,0.419461117,29.266541,14.89759531,1.217535627,0.595834755,136.8406228,32.15062978,6.222949794,0.965226224,54.09018567,10.07539204,1.479116792,0.363702197,1308.016607,9648.828508,14598.89895,200.071755,31.03263098,4399.512203,6.006554332,851.5523255,132.0821576,0,0,42,night
45.96520147,10.61974536,2.330306464,0.591519479,66.47100981,20.29415902,2.435723612,0.729012677,43.43797954,25.45574312,4.026351228,0.487197372,176.8034682,38.75979577,4.959821861,0.548082479,92.42620194,26.61071563,4.556494902,1.190972176,29.06144866,24.96644245,5.793544603,1.369146901,62.74874896,34.77693083,4.409186864,4.903672941,178.3778325,53.84260181,6.610649584,9.545465764,62.07576466,28.53513267,7.359357965,3.629231102,73.59518634,34.64210432,5.872171142,3.202279338,9.771226283,15.87773787,14.09197357,12.53124077,52.79095622,32.8800575,12.8096287,24.08717456,13.93062722,5.036155337,1.604347509,0.809500353,10.15110944,11.23812379,2.905188695,0.542039228,28.19371385,37.06764304,16.28793827,0.899938125,46.67890407,49.84560298,28.26476972,32.52088795,56.70001539,61.56823684,9.037663678,2.189339386,53.60742456,41.05609072,13.95416274,1.992946919,42.57675708,25.45596133,4.026340883,0.487196619,42.60597634,11.5223127,1.746182762,0.676817772,39.49822027,17.69454036,2.006574911,1.512804833,12.17317492,9.084104954,2.778169591,0.321403394,155.1449696,1045.074521,6852.866319,35.50542075,26.76838617,698.9028527,3.035556223,79.25613782,59.75309852,0,0,42,night
34.10431335,5.283714596,1.900265783,0.348734022,67.80753062,25.92457816,2.330127219,0.30668685,24.68301293,14.22269642,4.933836106,0.649924333,77.29697579,21.10197793,6.071707274,0.529142962,57.59298658,46.91570435,5.480805133,0.935313715,68.60617081,24.04461313,2.252954301,1.138318805,87.95365285,20.8768764,7.626674386,4.655477748,83.40448494,44.31613238,6.785349439,9.461348384,49.09563739,23.9966923,6.654069967,3.781103869,81.22066991,47.94135717,5.798115072,3.871183634,61.6625277,20.59075435,7.213158452,8.215893916,15.95080829,10.38852126,9.486729945,16.22015908,4.905929748,11.875878,3.78389086,0.984986523,74.9995877,28.60482525,4.961986247,1.084368835,46.62305003,40.90311871,6.563795873,0.736514264,72.68943642,40.66478051,26.38214881,26.00653737,66.46559217,47.15453096,6.655556992,1.639008049,132.6671702,30.14134782,11.07840097,2.320976073,25.9879839,14.22292626,4.93382042,0.649923462,21.04489486,15.00104672,0.687753861,0.478482288,118.0604736,54.58866347,14.32406576,1.074545361,20.44579978,14.58809492,2.338168712,0.400578247,1269.67796,1907.02815,1631.119077,781.9316053,58.65799509,6444.763462,15.39185841,1691.105988,126.8613342,0,0,42,night
53.63993345,23.30520594,1.669481299,0.455281417,95.23815774,22.63524658,2.327347852,0.835311712,72.80619904,49.25576205,3.91757619,0.54858613,53.26480246,32.0624391,2.506597666,0.534720537,83.19156411,14.86855517,1.992588259,0.838430681,154.3940585,30.83579089,1.682820623,1.517751858,54.85758186,40.79383823,7.926979587,5.088289471,76.40634501,26.85716268,11.28215609,8.943429785,29.19244682,7.745346221,5.804984036,3.731583882,129.6162407,47.23388458,6.065935335,3.13716331,50.57420976,17.85264401,7.084238425,8.855755008,14.94518837,12.84717204,8.832644748,12.34999636,36.728859,14.82286695,1.669616088,0.781323228,129.7423022,22.64709067,3.578614726,0.626007745,124.6137237,67.53543482,2.609164839,0.615881996,138.0199409,53.1009446,4.966586859,17.60765586,94.07053777,31.45442608,3.415940577,1.605371356,270.4486171,55.7164235,4.168689566,2.818304327,71.46339746,49.25608375,3.917580412,0.548585345,65.96831297,19.83410775,1.401088648,0.541563957,13.70779702,27.13536995,1.556946064,0.656518018,91.75656562,34.5430394,3.032363592,0.398100516,902.8833629,8415.842015,1707.799485,42.24830744,17.8148593,371.9661433,1.022163144,21.34230062,8.999415731,0,0,42,night
43.64631396,11.09385657,1.475142271,0.283475729,24.84404945,16.71728878,1.930591204,0.502980881,94.29114119,31.80044679,3.51514254,0.861159646,45.46089231,30.96785466,7.656482959,0.792045831,34.59039008,12.87116675,3.193427142,1.009930906,37.89633573,21.87529962,1.746418848,0.96642985,102.1434324,40.99102934,7.925199233,3.596803574,103.1860353,44.60371726,9.025821227,6.845337174,22.95862086,21.62101977,3.591280881,3.133772097,49.28350714,28.4844055,8.823873027,2.368514541,112.6844125,41.64628185,13.66099814,7.991557889,43.4247359,68.02350276,21.88513808,14.23524084,30.28261254,18.16847523,1.669906084,1.027753887,15.50271556,23.18887402,4.426261804,1.616525076,124.9077976,67.81338307,8.830262533,1.313663174,75.81673807,56.04062225,20.70533005,15.28136771,45.26389298,37.27028647,9.028494837,1.576830419,303.5771337,113.5678455,13.82698217,2.624744394,96.44514117,31.80024064,3.515145408,0.861159818,15.37133364,9.525887994,1.858796193,0.437112153,162.2743004,93.83691067,13.15355314,1.664166312,16.85218296,14.24099059,1.865387084,0.811335586,4692.886803,8470.420327,1407.826306,1234.288791,156.1602256,15227.31903,21.88970002,2134.483634,270.051424,0,0,42,night
53.35820187,16.41968074,2.434575171,4.990277232,10.14813792,10.54211729,4.657332223,0.530059579,16.84633972,21.59916124,4.787603462,0.728953716,73.48278316,37.01072059,3.775113308,0.53538624,70.659466,79.02612129,12.06206665,10.9279011,40.5382198,20.80659066,12.6619701,2.450853739,14.70071378,24.40040974,6.253973961,5.431782092,65.78553992,39.98647449,8.911146515,7.945825455,47.56058343,46.81595549,9.666313335,20.3645275,134.5513757,49.38701479,17.59165693,2.710046399,37.3949978,44.98213246,15.30677491,13.20910239,29.83017295,18.40632727,17.81661917,15.16599913,51.21326762,19.73252126,3.73174174,11.3669177,46.81306537,30.91422386,4.122165363,0.555773649,81.85414727,32.74544722,5.157524334,0.769212284,51.02590577,41.03969593,21.66605333,10.57599132,135.5743567,61.38178038,28.07828024,2.39453255,51.06626802,100.3116285,15.29978593,3.025973656,17.89611852,21.59909885,4.787601376,0.728952624,6.469180218,9.158116555,1.991890974,0.347349133,47.35654562,48.13798319,4.177592809,0.588136856,18.41686823,19.96365346,1.844177217,0.374315131,1682.106744,2680.350659,2719.650756,201.1008924,28.31172209,2279.648597,2.4569963,197.8363644,27.85212985,0,0,42,night
