FP1-F7 delta,FP1-F7 theta,FP1-F7 alpha,FP1-F7 beta,F7-T7 delta,F7-T7 theta,F7-T7 alpha,F7-T7 beta,T7-P7 delta,T7-P7 theta,T7-P7 alpha,T7-P7 beta,P7-O1 delta,P7-O1 theta,P7-O1 alpha,P7-O1 beta,FP1-F3 delta,FP1-F3 theta,FP1-F3 alpha,FP1-F3 beta,F3-C3 delta,F3-C3 theta,F3-C3 alpha,F3-C3 beta,C3-P3 delta,C3-P3 theta,C3-P3 alpha,C3-P3 beta,P3-O1 delta,P3-O1 theta,P3-O1 alpha,P3-O1 beta,FP2-F4 delta,FP2-F4 theta,FP2-F4 alpha,FP2-F4 beta,F4-C4 delta,F4-C4 theta,F4-C4 alpha,F4-C4 beta,C4-P4 delta,C4-P4 theta,C4-P4 alpha,C4-P4 beta,P4-O2 delta,P4-O2 theta,P4-O2 alpha,P4-O2 beta,FP2-F8 delta,FP2-F8 theta,FP2-F8 alpha,FP2-F8 beta,F8-T8 delta,F8-T8 theta,F8-T8 alpha,F8-T8 beta,T8-P8 delta,T8-P8 theta,T8-P8 alpha,T8-P8 beta,P8-O2 delta,P8-O2 theta,P8-O2 alpha,P8-O2 beta,FZ-CZ delta,FZ-CZ theta,FZ-CZ alpha,FZ-CZ beta,CZ-PZ delta,CZ-PZ theta,CZ-PZ alpha,CZ-PZ beta,P7-T7 delta,P7-T7 theta,P7-T7 alpha,P7-T7 beta,T7-FT9 delta,T7-FT9 theta,T7-FT9 alpha,T7-FT9 beta,FT9-FT10 delta,FT9-FT10 theta,FT9-FT10 alpha,FT9-FT10 beta,FT10-T8 delta,FT10-T8 theta,FT10-T8 alpha,FT10-T8 beta,label,file,type,C4-P4 theta vs delta,T8-P8 theta vs delta,P7-O1 theta vs delta,FT9-FT10 theta vs alpha,FT9-FT10 theta vs beta,FT9-FT10 theta vs delta,FT9-FT10 alpha vs beta,FT9-FT10 alpha vs delta,FT9-FT10 beta vs delta
1016.253838,153.475383,14.2139894,3.297699577,238.2377571,41.37002268,6.362226129,1.004284074,1323.081891,46.96321795,16.99301005,1.676217093,3561.236977,90.69873179,8.321596093,1.429821406,1200.353643,167.2418112,17.78576827,5.211861401,5175.910701,38.53472475,15.78589293,3.863095017,2307.486255,62.85295299,33.19944404,5.098884711,2446.801753,60.07774776,11.64139272,3.455958953,630.2728267,160.9387396,26.46830224,2.930011459,153.1336235,13.78596544,5.355533241,1.162408892,5956.876061,74.44431993,12.34508233,1.396421484,20958.57148,89.90685473,6.30795461,0.900858456,966.4059242,254.7147189,24.00019346,1.554541287,120.1030745,10.70089175,19.44066193,3.166358896,521.6844691,59.79693188,14.43268677,2.881140581,8521.671211,35.35337241,16.61914134,1.505144946,803.1843036,86.23807962,12.2923328,3.414753879,4499.040677,772.4147061,110.381573,19.88936271,1321.233948,46.96325415,16.99301567,1.676215071,94.26654018,52.5299552,5.493658186,0.61634171,146.2785899,94.05926403,17.57976362,3.262350321,70.71848316,19.14001359,9.309887797,1.923432142,0,17,day,443455.587268,31195.1306616,322999.677418,1653.53962792,306.854270201,13758.8565093,57.3513474888,2571.54303311,477.212004716
63.40417111,23.29723586,10.54649467,1.284460584,153.5946904,51.91827945,5.85500692,0.848063371,83.924788,48.29580687,7.727951986,0.788321414,295.8665346,83.02865906,5.656794641,1.24597565,68.16590052,15.23777629,11.23358654,1.477174629,264.1409837,76.99770097,6.571062205,1.249475408,58.34225596,33.86290321,5.457076036,2.547981006,379.7796146,39.46225143,9.752962518,2.779289652,135.3828456,14.01716005,9.076505875,1.394234519,27.37771439,18.34551714,3.481428572,1.138477307,558.8954536,61.87346503,9.837384474,0.564694204,1320.2885,110.154513,4.15241171,0.910875388,37.15291025,13.70640542,2.43893882,0.926350092,38.37855754,8.859044101,10.35391833,2.01950247,209.3979686,51.94954467,10.12580691,1.783675313,418.572679,67.73754983,9.971890869,0.863158179,88.08796387,31.15686931,4.789811751,1.047586186,593.8508314,108.4127067,14.29710497,3.025218728,84.22324255,48.29585336,7.727940967,0.788321197,81.67207643,20.90818976,2.632784139,0.694604491,104.5534906,84.93587863,16.46715328,1.792991269,48.03119907,7.517072394,7.393584358,1.572068979,0,17,day,34580.7983037,10878.1291236,24565.4016286,1398.65213237,152.289288808,8880.34258794,29.5254620563,1721.69835567,187.463495789
3905.159421,588.6294709,58.45602749,6.045761122,236.213713,48.20738281,12.40138431,1.657644771,240.656577,27.54551548,11.93592963,1.782906766,273.8914017,30.69165997,5.024506312,0.561069813,3122.025352,384.0223674,27.39629387,7.68793453,123.1277295,58.04224239,14.73496809,2.452146254,338.1596374,27.85766598,13.0396887,1.128028634,238.1020484,57.04371288,3.996647096,0.923826965,3769.029397,437.3203806,53.44843906,6.944199524,271.8361173,47.97866675,9.189603384,2.604748643,458.1062717,13.66704677,15.76166704,1.179763189,572.262551,72.2218629,33.74785591,1.582410591,3530.964112,347.5098026,56.52999915,5.778872982,412.9412196,117.6986179,28.55495328,1.812737066,168.8482452,37.11817981,25.9601759,1.28262494,173.6031137,39.45552434,33.60633048,0.920428292,344.7578115,42.89868597,6.892779768,1.350727459,886.2895559,45.45113683,16.48074165,0.994568493,238.226356,27.5458027,11.93594987,1.782905971,167.6176478,56.04550065,7.148480173,1.529851223,211.3876672,96.79567351,15.54082407,2.440355173,68.37429826,24.77383102,18.35967903,1.408521471,0,17,day,6260.95984095,6267.33952594,8406.18176968,1504.28453276,236.215822574,20461.4116183,37.9251304119,3285.13854652,515.86098716
1358.268739,115.8246141,11.34131269,19.95351911,661.4576907,122.0216984,21.95998061,7.131937229,547.0278814,101.7156475,45.51255602,7.811273745,392.1003331,26.94702635,21.68816156,4.527159774,1929.127675,247.9272653,12.93262376,55.28655345,334.0849573,1335.006564,367.8506714,581.7754114,503.3888743,1343.757648,462.7172905,714.9899634,261.9423292,245.8866485,436.1594176,119.0978355,3327.248211,254.1779725,20.79150915,52.23047262,49.92533781,50.95631342,16.0401625,9.640550705,209.5514225,78.66499411,44.72480251,4.712138176,650.1110419,90.82700615,29.54316943,12.30101421,4259.454373,465.3395064,26.42271615,20.45462162,285.8460996,65.37708631,16.82731452,4.754987863,360.293426,76.57826764,35.48944826,12.42793739,303.7777581,52.11102595,20.32013446,28.45058862,2273.95781,3836.709807,1481.797625,834.8364903,2025.808112,16412.55067,5755.35291,693.9512455,543.5083346,101.7151366,45.51260959,7.811273222,57.8062744,20.87680818,5.107360109,3.962309321,917.6154681,218.3406038,29.87970641,2.85146875,237.6220382,43.97379051,14.13405452,3.344245646,0,17,day,16484.3614167,27590.6464052,10565.9380079,6523.95313893,622.591408592,200352.715361,85.2010490873,27418.0807841,2616.5518318
154.6001692,10.5324294,7.04767576,1.605313658,137.8304501,34.62072734,25.56767906,1.109264454,115.3261771,30.67328359,30.42420632,2.22372164,147.1332783,25.43404915,25.26135909,0.761609139,51.4725037,32.57865169,11.60729174,1.680143653,291.7371802,367.9632734,177.3000736,87.87293751,172.1093615,264.8938291,205.9366475,60.18068233,183.0715933,69.37039034,16.13691381,15.01720721,125.8018986,40.54544536,20.55351894,1.316165569,41.7490406,32.80039687,32.22678451,4.052202927,38.13393473,25.14233809,21.9186916,1.711523527,125.9287975,34.42737657,18.7067124,1.106692676,195.9940724,14.97956589,6.985370535,0.893961536,155.6583878,51.19083418,37.15738437,4.786620286,94.07912667,39.69734851,28.42417455,4.820191597,68.75768481,41.64202545,34.27016956,0.97735201,90.95705186,27.57756692,16.65993026,4.752935199,116.3553133,188.6907464,152.4549015,99.59748197,115.3518256,30.67336323,30.42422691,2.223721974,73.87599578,21.91131811,7.86025327,0.96075347,578.3719681,25.37099301,22.62000093,2.370369164,96.62814618,51.76662798,38.74589552,4.092577396,0,17,day,958.776279684,3734.69187894,3742.19503188,573.891885481,60.138619491,14673.8711598,53.6177526941,13082.7744563,1370.95507851
2750.515298,261.5673858,6.88265629,2.930802748,305.1186943,44.87754459,5.798284523,1.014636364,496.3562189,65.19814621,11.83313403,1.144625543,566.815847,66.67192003,27.01179912,1.014620922,1053.64824,208.023675,16.01096014,3.516475858,837.6008036,744.2130397,38.02013402,64.27985714,1022.328928,899.3165487,476.1888376,179.9232824,443.4672911,160.5664013,363.7263932,61.06588078,784.6871841,161.7834488,13.22131226,4.698574163,266.6093014,32.77458299,8.87212151,2.026850054,1188.327363,55.92186882,12.24678427,1.703622831,3396.351383,79.52490004,12.48850831,1.012382223,168.7977629,81.93285896,6.762843489,2.595546191,1052.465869,44.22672234,5.604044447,3.938651659,878.9097199,50.56315847,11.26337335,3.334158401,2237.160664,55.35456405,14.76598407,0.879333008,1896.110877,1342.436291,371.1018927,261.1220829,2678.32357,2722.135601,1263.542313,289.5007813,493.2253671,65.19751722,11.83313711,1.144625816,190.7879963,25.3419044,6.244295023,0.79455749,1639.628339,147.9273065,14.84580088,2.380709557,115.2659924,13.99746643,4.914530494,3.263301297,0,17,day,66453.4869089,44440.4514481,37790.7008229,2196.09933701,352.171952326,242545.803849,35.3435400363,24341.595838,3903.47885659
3421.221961,301.2601187,47.46697576,5.909051773,895.964261,109.5446789,25.70183355,36.89562649,321.362965,128.7131203,66.96527041,31.34028105,364.3545813,56.55854178,19.67431913,3.815692462,1505.276079,162.6169271,6.917471424,4.651885548,844.9138909,131.1798488,43.36141152,18.88719258,794.2694723,146.3754965,52.71891269,20.57168117,211.8416142,48.25292916,37.46798209,3.565569046,2459.403467,308.9720989,9.708062047,2.618305413,800.2807027,69.67971708,15.07464689,1.539638573,2140.238962,132.7769967,11.28780324,1.409736414,3463.58608,126.2229165,35.0464768,3.345881189,2198.229406,190.2345081,8.524306463,4.349126974,1585.227839,97.43325702,24.5230492,51.82654228,1851.257289,71.80307525,25.73381582,50.16542382,3481.092783,109.6318309,14.83261757,1.798788232,1258.610969,379.4155346,77.08985059,9.087344291,2684.811315,1046.186145,233.5419089,54.00583945,318.9198653,128.7134368,66.96526114,31.34028039,276.9749971,36.1157967,10.96757742,30.47102507,2469.547969,382.2049791,59.84105958,11.61091503,155.0994034,40.88447017,22.34021882,43.12296711,0,17,day,284174.501595,132925.966429,20607.3638092,22871.5509261,4437.74953637,943873.529878,694.809458089,147780.367149,28673.7116306
545.548898,146.9122205,219.1285212,143.9526576,256.0289006,126.3715146,133.3980198,195.7265033,148.5208498,214.9495242,246.836681,274.6986841,65.14078395,217.980607,125.2982226,123.5879634,790.1696166,230.0396885,149.7485688,134.1605671,402.9128635,181.7068719,85.13818021,99.00316004,513.4571386,136.5234629,78.19592609,71.16519061,241.5221598,73.33260615,32.08126256,106.7079015,249.4290936,136.8997851,66.47733074,31.90758367,94.3210924,88.09802058,48.51425701,35.19831457,359.1327987,286.768229,328.188867,311.7766142,358.0434771,153.7112509,184.1379685,115.4478455,332.0784873,205.8902365,164.0967791,195.0637509,136.5951069,120.0500242,89.86870367,177.9920778,165.2868392,23.75762583,26.41504212,23.8109962,425.9571206,236.9069604,91.46115932,116.9747422,422.2792473,175.2921509,47.78132014,95.90909371,349.1246796,101.2835254,14.29658334,20.46059396,148.2072018,214.9491659,246.8367285,274.6986879,315.6841827,134.9925825,143.6751407,226.6643747,129.6086188,105.6036856,29.7733575,128.8254906,162.8807132,111.8851678,80.7363676,214.6096094,0,5,day,102987.876659,3926.82288034,14199.4276259,3144.17628469,13604.4466066,13687.1478308,3835.56738675,3858.88374261,16696.8939029
186.8956834,160.4566583,115.325384,118.2851136,636.9560528,163.0727442,138.7074214,214.4802946,1155.40825,269.3983991,243.4247431,423.183605,394.6061776,151.9990541,153.4312134,115.0248838,98.74572302,156.4004817,92.90365619,115.5893912,224.393583,138.1982085,32.02443859,97.57806944,198.2186094,129.278403,66.55243713,68.8597077,129.6653596,85.89025351,54.14810169,67.74792176,128.6433023,121.6234358,95.83500671,29.15014803,337.2474965,152.4719902,105.8995465,40.99639941,624.7879725,186.1916692,156.7554645,327.6567916,113.6063082,127.6588204,57.35330549,199.7415105,374.5220755,231.9323599,163.1165875,217.6857746,105.6237492,117.0301921,49.45800952,109.7742728,104.5407781,74.14279439,19.73142712,21.45078179,300.6781878,127.6396238,117.3619559,98.27915093,333.2420045,154.7425641,40.23849667,121.2795709,251.1004112,180.0719904,133.1739666,24.07282874,1151.751942,269.3993866,243.4248541,423.1836131,345.4011988,85.46714558,130.690113,371.4861476,176.4647337,36.61378683,22.81504045,73.87405097,315.9599389,133.6493526,100.3711227,121.9264512,0,5,day,116330.315496,7750.94541604,59979.7657372,835.345027554,2704.80875448,6461.0421427,1685.43946109,4026.05003736,13036.1647318
446.6165349,321.9354134,239.0202706,287.4441441,269.1584069,194.5621995,156.5821221,279.4026477,746.7424868,220.0672812,208.5586926,310.2077744,462.3332125,103.8934149,92.38767236,432.5021733,271.0486186,296.2883151,294.0732682,264.2031264,253.556331,112.937086,63.94508259,218.6824526,495.9565901,192.2009659,70.59517148,57.09791144,297.5071152,145.5403432,43.46602452,163.7625336,238.7320178,161.3144124,83.34241468,38.97847775,1020.517311,93.6041128,28.00797662,22.65723971,378.6215508,334.3477086,255.6682942,523.668312,443.7564146,88.03693863,133.4536878,566.9687062,247.6826113,236.9110769,131.1202706,272.3016613,66.43975767,126.0147614,97.96277901,209.4487057,89.19356761,66.73071578,40.42650434,33.52186095,338.713176,270.8752682,329.6519531,282.5863403,135.5848985,76.75859782,33.02874644,76.09376378,804.8481894,150.478056,44.37131391,19.68955513,743.3384949,220.0674472,208.5588649,310.2077761,379.8616233,218.645264,193.5286481,367.6000491,113.2064416,51.05827573,20.29255443,70.60025411,117.905819,124.3135882,159.6527888,167.1348894,0,5,day,126591.247937,5951.95060959,48033.3762683,1036.10283935,3604.72724096,5780.12570962,1432.6594993,2297.24787799,7992.40354385
922.1482386,321.7762956,178.2985908,443.385627,289.1850575,162.9856988,77.87286278,401.7371728,326.068037,203.8312456,122.5387798,202.188141,128.8859086,58.93107114,87.04808435,414.0497475,1469.649804,182.8817998,153.7417671,384.533484,567.1011632,98.47198199,84.11700195,271.676015,609.9347863,88.24724062,36.47509597,102.2183735,379.9537313,51.82976086,47.14297459,157.387398,357.3768859,250.6264626,70.65118046,47.59775594,303.6122328,192.212531,91.89132442,33.25018281,525.1934293,381.4241598,309.3090199,232.883009,272.9152846,124.0995184,104.7034964,636.5238019,777.5353995,245.1254076,173.6679018,456.5342467,126.6455287,171.5440276,109.3116173,306.5656054,72.62204671,76.6847336,45.4068834,30.10771717,98.76789267,85.89510691,63.01980623,559.8361019,633.2102031,285.2805166,97.78925339,41.42441815,738.7685717,193.5178306,71.82879729,16.45246095,326.124587,203.8312459,122.5388447,202.1881415,527.5449295,87.39316096,118.8589132,414.4402987,81.10042973,97.28415592,28.88163699,95.46396313,95.72256043,146.5108207,116.6580977,334.4395452,0,5,day,200321.462503,5569.00230544,7595.38464865,2809.72567616,9287.13107388,7889.78685103,2757.15552875,2342.31317119,7742.16843357
732.6784885,247.8627705,161.7733343,583.0712223,474.861947,237.6378208,148.03816,367.4140184,1039.574001,252.7155181,124.7763978,339.0326643,382.3886505,175.6211839,54.97097838,609.6347611,814.1628059,219.1589266,300.7839738,492.1551579,374.1638798,92.77789944,111.5313523,362.6489209,437.6739071,102.4388209,72.36643684,228.5685154,288.0173842,66.53294406,69.5688801,271.8820171,805.4389225,247.7692301,66.57099818,47.47790295,526.1628704,254.3560158,60.69705997,52.81624008,207.7479163,179.0448403,189.6791909,609.5681543,468.1662354,232.0158241,233.6675907,1112.656257,441.7411512,295.2597514,113.2956519,703.685903,583.2511208,166.7931665,124.3364638,770.8985064,378.0815857,116.8726119,56.95307644,27.15731495,329.1539544,243.7727282,196.6774187,903.386174,306.8766301,263.137845,71.62323856,61.65297871,256.0498051,154.0062487,155.1953873,31.63550078,1045.490746,252.716198,124.7764863,339.0326677,444.7665189,298.9534438,233.0994893,467.3891355,151.0239642,61.81449936,28.61856984,89.54767019,451.8446399,176.6356896,119.8082283,502.3757197,0,5,day,37196.1924966,44187.3824321,67155.5475107,1769.04256706,5535.34440165,9335.47073839,2562.72625334,4322.08986697,13523.844137
980.4507779,400.0649535,242.356849,327.3567516,760.2464535,407.3681837,378.7958083,294.4707432,903.845078,397.9620847,344.4699451,215.0284092,463.628221,186.1557047,211.0332366,626.2025338,709.9745016,460.1364392,285.3788232,254.2779429,205.2344511,150.4175107,103.5831737,234.9651424,592.6058889,157.9384358,55.72066828,85.50859686,436.8039816,98.43997589,191.5153786,392.6170959,955.2299272,245.7646579,71.62882111,39.45254156,1190.286723,203.3811766,93.25193493,45.16164776,399.7140392,318.1847805,336.0634965,449.1380278,211.0384539,178.5396874,179.8585038,720.9409089,684.314073,235.7843968,285.627617,292.9903787,594.7964076,284.089986,271.6744251,402.8686605,516.1063188,213.7316103,17.38510445,90.05338671,804.2084096,266.8092403,190.4933504,525.2363959,565.5265598,134.8217768,49.47024274,48.96817777,111.1137431,174.6190561,66.12489646,19.79519656,894.8306087,397.9624078,344.4701743,215.0284135,989.6371316,473.9326311,420.592485,291.8722954,398.1443326,109.4326372,55.85400716,98.69083666,566.8765631,292.5974911,287.0843767,276.7096313,0,5,day,127182.923826,110308.234603,86307.0381991,6112.25130171,10799.9985232,43569.9843027,5512.27869743,22237.9564038,39293.1972957
693.9621232,475.5529812,340.449395,373.5000591,739.475475,663.9274824,369.3185612,271.002546,449.9371826,661.1419154,278.8011448,190.7056427,1200.624158,240.3126942,40.55635906,154.4732551,299.5130079,436.9564149,396.456917,299.1186798,603.1258659,219.3695391,109.9860509,48.29550485,699.2561268,328.0449134,84.68127115,86.046452,842.8503408,134.7347427,55.75415747,135.9610903,531.3264268,244.9458368,122.8140215,46.65545868,278.4538843,305.4157381,226.6600601,90.06121825,343.540118,696.8555753,641.0187603,685.7307652,479.7135335,205.0458083,150.4640692,502.3418088,198.0117249,534.3355926,356.4351335,333.3975258,1342.421879,737.5083194,590.7668917,543.7950096,757.2458929,194.7664973,43.59763733,34.24196539,607.2561135,384.0556021,348.9476494,541.2881804,1125.618575,502.3377062,197.0473725,59.91669753,1693.10028,477.362468,192.2169856,29.54880343,451.0903378,661.1433202,278.8013092,190.7056438,1079.595429,677.2844013,543.2523714,347.7902432,657.6352336,227.0396095,93.91401347,92.51330807,566.502104,625.9684254,577.2462709,529.1139099,0,5,day,239397.846568,147486.130155,288525.226131,21322.2009448,21004.1853378,149309.24663,8688.29606024,61761.1641867,60840.0109637
492.5880315,436.2888613,274.1884591,160.5631904,443.0434243,247.9715197,251.1190779,291.2334889,564.9566061,458.0059063,222.4914402,123.3603436,1281.780184,274.6557757,67.38080242,511.37585,946.0678561,521.3607287,295.7186719,152.867116,565.6624317,238.6347444,106.3957822,101.676332,480.8078568,214.4145272,122.0239398,78.77683983,457.5509649,272.4252675,178.2789392,418.0798059,362.6969693,144.6202801,138.6157028,30.08315092,330.875175,524.9900238,235.9261188,79.2056376,1055.768021,632.9635355,277.4037205,315.1828742,617.7480941,214.6777698,161.4460994,665.248581,1195.071912,148.5215151,134.4517334,201.9971388,1116.102355,266.0357032,233.4829984,365.3287214,563.2194799,183.0988959,101.5583852,25.54775252,574.7708818,301.7229087,246.7128031,246.2824688,316.5725635,315.1055422,187.1338346,75.15151187,1205.011041,512.7504896,181.7694531,31.4805761,567.9616431,458.0065643,222.4916278,123.3603461,1216.542551,338.7494577,275.7087192,223.7902599,550.1426118,173.6832149,120.7819574,107.4470658,384.0467234,427.3283139,329.3872466,228.5673778,0,5,day,668262.65924,103124.864919,352048.330713,20977.7986631,18661.7518197,95550.5374709,12977.6669242,66447.3015024,59111.2094095
216.1166373,284.7890194,119.9298335,332.5762853,276.8739941,310.8174183,218.7874023,361.3896328,512.2765289,133.5378602,147.2914009,180.994392,167.4698948,365.1513058,139.9230266,411.9378639,371.8232739,350.5851447,215.9836212,315.5115249,333.8917985,232.5838296,112.5139714,85.40201097,377.4593408,451.8835949,62.00231495,55.22657858,862.4153431,567.0248607,190.2667404,315.8629735,445.5237211,294.5408765,218.4564078,50.97030718,357.0127555,383.0103658,131.9106636,58.58760776,761.1825351,737.751565,521.6721118,379.747279,1434.372602,784.8204965,356.6758529,396.2494277,482.654892,161.7408267,102.6438919,483.7900552,334.6918759,351.0473723,112.0300738,664.3597249,677.3627505,270.4898887,90.1701169,28.39533306,1225.381297,529.6022068,155.0238149,638.5069909,1737.000777,115.9970245,80.25161762,80.51572791,813.487074,174.8210994,84.86956065,31.41203709,511.3272346,133.5375342,147.2914255,180.9943866,639.28625,196.3885241,69.4316447,435.8403409,728.3521269,289.108055,87.91777301,115.496276,168.527585,474.3958261,191.9514211,428.406956,0,5,day,561563.606521,183219.774992,61151.8507684,25417.7363549,33390.9037141,210572.466763,10154.1753769,64035.0969641,84121.9582736
771.1498258,396.3129034,505.2486993,173.7793645,1465.326263,317.3215853,314.3708541,231.6843954,835.8885613,264.7723115,204.7528587,216.6577243,1224.997201,274.5469535,132.22724,278.3214181,811.0787485,364.6267358,469.004394,151.2751695,827.2849633,263.619545,161.6526149,80.47586409,536.0427564,228.1739691,69.28943933,68.13374153,1006.173622,261.5821123,52.17235319,243.961043,358.0870217,411.529884,102.1558138,35.83015795,430.8490287,360.5846681,250.3600212,83.56410147,673.9196134,378.5857305,343.4414912,304.028577,586.6377703,238.8328213,132.1731923,410.4591644,547.5423013,414.7220513,224.609707,245.6702541,555.7367753,241.995936,205.3685339,285.9471125,438.6107533,152.3056213,113.9632174,41.03445265,516.258653,218.8542424,229.7729241,317.9699376,581.291373,270.2192719,140.1981582,90.70021714,244.2521041,293.7467237,142.8887963,35.31703655,841.8254939,264.7733976,204.7529399,216.6577231,1244.832719,269.3174373,231.1032599,357.4949438,487.5933914,208.5298339,117.5817709,97.05794438,506.4598151,354.6759298,312.2194544,243.5466856,0,5,day,255136.349137,66802.8832902,336319.249581,24519.3071554,20239.4770202,101677.768919,11412.2449801,57332.0944399,47324.8122626
1158.912175,571.5754913,183.9806793,446.2327128,771.0869946,273.3604522,166.5211667,417.8681111,662.5120655,255.271371,174.3877022,185.1785807,497.9016144,135.5742072,152.4579553,264.0452661,1120.104581,417.6148078,337.8806088,413.1584781,1175.310469,438.8581358,79.3662233,77.39024538,931.1318922,154.4572495,55.60604651,43.22029005,252.7602311,248.4366535,145.3822207,212.8229478,718.0666006,184.9658874,94.30048995,49.88542351,715.1213578,471.1430655,214.5546058,49.63313408,346.4278643,439.6136827,406.5112778,406.6859212,1067.530845,350.7567217,276.3562195,106.4812159,779.7616685,195.3770913,160.728122,311.5974078,623.7882968,214.7988288,172.75892,507.1903483,578.0460482,149.0546205,71.15745528,33.49395813,1496.79876,666.3671975,560.9116549,665.4771945,187.2827565,112.5104912,76.75753772,89.64711561,327.1187857,273.7540977,141.522804,18.86595887,663.1594616,255.2710344,174.3878404,185.1785814,98.9592019,233.4237151,188.2065872,393.8182756,456.1014714,129.4123973,106.7169485,100.4445662,453.4113836,387.3080613,335.0111518,453.4957423,0,5,day,152294.429215,86160.434346,67502.6166359,13810.4961379,12998.7721077,59025.1848259,10719.1375983,48673.7572342,45812.914438
708.2466243,114.7410814,91.62661847,175.0541099,559.1656632,123.9259103,75.72116221,166.3195816,355.7968735,302.6819397,79.28338683,92.10521544,427.0094858,548.8070997,183.4129938,156.1412239,698.818992,357.5089849,308.7987843,125.9000265,433.6893046,183.1496829,94.41415875,44.11621811,460.8412854,197.3645192,42.81090964,60.6595587,530.2508365,245.6483453,50.21359879,138.3483261,469.6451395,153.5591518,62.47406065,41.98984451,696.5740154,246.4975224,63.46203748,29.06599309,896.3648992,174.6152367,208.8269134,183.0195395,515.4820659,181.7281745,94.38636786,91.00576056,817.6706367,256.6122115,191.4754151,193.9348018,262.8932983,247.8000084,256.6278374,257.1510141,428.9046096,70.7860964,34.18933557,37.31057681,851.4251391,307.8522565,168.3365348,438.5637061,95.01438382,153.8703914,80.10973864,61.97308826,311.1761147,167.7397543,76.09227569,17.28652839,355.8219447,302.6820557,79.28343225,92.10521667,260.7710831,188.2184326,148.4284435,313.2712253,223.8870468,154.6831597,57.99360414,104.8830561,319.2324988,355.2195667,326.7503051,405.7564096,0,5,day,156518.969043,30360.4830415,234345.837446,8970.63393077,16223.6425165,34631.5558149,6082.54643646,12984.0167642,23481.9576896
722.3503902,216.4900282,174.9160287,194.1181015,579.7006241,109.6409778,96.82572298,335.2544041,566.7673101,119.2465593,69.77410546,222.5045698,267.3853604,185.7117917,43.64552907,98.27256985,700.7803423,227.2927697,243.0760729,183.0459521,131.3851926,84.87360474,65.70463299,73.43784387,318.4002223,222.0941985,43.49582471,116.9704672,300.4251239,135.7699152,43.58428924,92.04145905,611.3869939,263.5557076,24.11364983,28.71322495,344.888899,115.9438604,47.33511797,48.17968997,312.1994295,221.9376113,111.2907361,340.660923,230.4442178,58.96302497,96.84126375,117.5406695,228.0811141,218.0794724,90.93909487,342.3506338,211.1408601,102.2295046,100.6570479,249.2260523,134.5328381,118.9771601,34.50722154,39.78210845,701.6545742,268.7776493,198.7947997,265.4857958,245.7734691,137.1512871,97.68855023,115.1148254,99.52281453,129.2478458,51.30944876,16.23543804,561.8896214,119.2465116,69.77411417,222.5045666,219.1023935,70.08429466,120.091223,547.3901301,177.4403634,83.20236526,65.9920225,103.3302861,332.54344,164.5820385,104.6475472,154.776007,0,5,day,69288.7956325,16006.3350173,49656.6143542,5490.69236029,8597.32420651,14763.4579275,6818.97456524,11709.6484539,18334.9635158
609.2589917,361.9026873,197.4805763,164.4083469,411.9834852,269.4893651,165.7442671,194.987079,261.6468981,153.6445971,272.7730722,218.2039286,235.1241084,53.12336696,106.6393973,115.2629733,547.9138057,180.1741403,209.4208993,130.5181321,453.4118337,43.46754045,80.66734007,73.6112456,203.2077695,53.69961652,65.17664755,51.47225838,525.4103821,91.98249671,48.35311242,111.9922709,277.3498428,177.7490091,143.8511814,45.68682685,394.506857,163.7129268,81.09145441,43.57199562,393.0160101,157.6897811,178.8630395,153.9647937,681.9950826,152.1889433,247.3699219,158.1116418,165.2738274,312.7320289,287.8673118,175.6578167,224.5364589,169.5812902,138.3978297,296.0100964,80.39541807,71.39082921,45.78572407,17.66940157,911.5610623,180.9040806,228.309544,266.631271,272.260637,190.3403461,75.49896057,126.6891299,267.152935,72.19790339,42.70072416,23.78853842,258.0119036,153.6446736,272.773171,218.2039218,465.4172521,228.2534793,218.8438389,190.700033,790.1643149,128.0665494,94.38650057,130.8296633,336.4497738,83.71293963,149.8087512,191.8833639,0,5,day,61974.6086015,5739.4955607,12490.5842917,12087.7534379,16754.903538,101193.617268,12348.5540896,74580.8445587,103376.93127
682.7803329,441.6549186,164.9809731,156.9712354,268.5795332,398.6870364,196.2376066,243.7422332,666.8741602,482.0298799,250.8743329,354.3394323,178.875948,119.9098315,100.6611784,152.8434123,800.1726552,348.4035865,108.7055319,125.0943855,230.5135129,54.41284547,91.85523027,83.31799724,229.6175567,204.1202217,123.8676666,100.120491,288.911203,275.1858137,85.80862879,98.07767123,396.5504611,218.5259202,104.8484733,49.75418225,642.796859,265.4689675,101.9680612,41.07726503,198.9324082,326.9815974,458.3888585,435.2887277,147.372291,195.4632876,117.6208623,218.436876,431.1472297,515.275516,330.6856686,291.5998528,370.8437985,238.4259921,151.4714282,198.6479516,230.4586683,50.80094447,6.936392016,31.29253469,180.4279063,355.4440531,173.3465076,97.85064816,330.5685162,134.1326794,35.89315694,137.5724597,364.7789527,81.17388994,63.10587111,30.70140974,665.5443914,482.0288564,250.8744477,354.3394266,494.7910073,436.6602799,254.8347251,393.017247,127.279179,126.0317531,96.23886958,90.79724686,415.2691863,440.3855075,257.6903722,106.8337791,0,5,day,65047.2366079,11707.5180109,21448.9847841,12129.1534495,11443.3361984,16041.2180625,8738.22439878,12249.204308,11556.5990358
